Age,Gender,Years at Company,Monthly Income,Work-Life Balance,Job Satisfaction,Performance Rating,Number of Promotions,Overtime,Distance from Home,Education Level,Number of Dependents,Job Level,Company Size,Company Tenure,Remote Work,Company Reputation,Employee Recognition,Attrition,Job Role_Education,Job Role_Finance,Job Role_Healthcare,Job Role_Media,Job Role_Technology,Marital Status_Divorced,Marital Status_Married,Marital Status_Single
40,1,1,41152,3,1,3,1,0,96,1,0,1,2,38,1,2,2,0,1,0,0,0,0,1,0,0
24,1,5,23184,3,4,4,0,0,30,5,0,2,2,40,0,3,2,0,1,0,0,0,0,0,1,0
35,0,2,48608,2,3,2,1,0,75,3,1,1,2,8,0,4,1,1,0,0,0,1,0,0,0,1
53,1,29,73728,1,4,4,1,1,82,3,3,1,2,42,0,3,1,1,0,0,1,0,0,0,0,1
42,1,33,72736,1,3,3,0,0,69,5,1,3,3,100,0,2,1,0,0,0,1,0,0,0,1,0
56,0,35,66376,3,2,3,0,0,89,3,1,2,2,42,1,2,1,0,0,0,0,0,1,0,1,0
22,1,4,54416,1,3,3,0,0,64,3,0,3,2,53,0,2,1,0,0,0,0,1,0,0,1,0
22,0,11,51768,3,3,3,1,0,76,2,1,3,2,65,0,2,1,0,0,0,1,0,0,1,0,0
45,1,10,65288,2,4,3,2,1,28,4,1,2,2,21,0,3,1,1,0,0,1,0,0,0,1,0
38,1,5,80880,4,3,3,0,0,67,4,0,3,1,12,0,3,4,1,0,0,1,0,0,0,0,1
48,1,12,65512,4,3,3,0,0,66,3,1,2,1,32,0,3,2,0,0,0,1,0,0,0,1,0
24,1,2,73152,4,4,4,0,0,43,4,3,1,1,59,0,1,3,1,0,0,0,0,1,0,1,0
20,0,3,37128,3,3,3,0,0,25,3,4,2,2,55,0,3,1,1,1,0,0,0,0,0,0,1
41,1,7,68416,2,3,3,2,0,97,5,1,1,1,15,1,3,2,0,0,0,1,0,0,1,0,0
21,0,3,47152,4,3,3,0,0,81,4,4,1,2,27,0,2,1,1,0,0,0,1,0,1,0,0
43,1,27,42472,3,4,2,0,0,81,1,0,2,3,78,0,4,1,0,1,0,0,0,0,0,0,1
39,0,1,27256,4,4,2,0,0,30,1,4,1,2,29,0,4,1,0,1,0,0,0,0,0,1,0
34,1,7,84352,3,3,3,0,0,9,3,0,1,2,76,0,3,2,1,0,1,0,0,0,0,1,0
26,1,3,65280,4,3,3,0,1,7,1,3,3,2,14,1,3,1,0,0,0,1,0,0,0,1,0
57,1,39,43544,4,3,3,1,0,3,2,1,3,2,103,0,3,3,0,0,0,0,1,0,0,0,1
35,1,22,27464,3,3,3,0,1,46,4,1,1,2,94,0,3,4,0,1,0,0,0,0,0,1,0
44,0,9,65496,4,1,3,0,0,88,4,3,2,2,21,0,3,2,0,0,1,0,0,0,1,0,0
33,0,24,50216,4,4,4,1,0,81,3,1,2,1,66,0,2,1,0,0,0,0,0,1,0,1,0
53,0,9,61616,1,2,3,0,0,57,4,2,2,3,65,0,3,2,1,0,0,1,0,0,0,1,0
24,0,6,79544,3,3,3,1,0,54,2,3,1,2,60,1,3,3,0,0,0,0,0,1,0,1,0
41,0,20,60288,2,4,3,0,1,28,2,0,1,3,81,0,3,1,1,0,0,1,0,0,0,1,0
23,0,11,57984,4,3,3,0,1,63,5,0,1,2,83,0,3,2,1,0,0,1,0,0,0,0,1
39,1,2,72704,2,3,2,0,0,77,3,2,1,2,48,0,3,2,1,0,0,1,0,0,0,1,0
40,1,15,91672,3,2,4,2,0,8,3,3,2,2,85,0,3,1,0,0,0,0,0,1,0,1,0
52,1,41,25848,4,4,3,1,0,3,3,3,1,1,119,0,3,1,1,1,0,0,0,0,0,1,0
35,1,3,65992,3,3,4,0,1,46,1,2,2,1,28,0,4,4,1,0,0,0,0,1,0,1,0
43,1,22,45768,4,1,1,1,0,38,2,1,2,1,50,0,3,1,0,0,1,0,0,0,0,1,0
49,0,4,56864,3,2,3,0,1,71,2,0,1,2,34,0,3,3,1,0,0,1,0,0,0,0,1
31,1,11,48552,3,2,3,0,1,15,3,3,3,3,42,0,1,2,0,0,0,0,0,1,1,0,0
45,1,24,78384,2,4,3,0,0,7,1,2,1,2,37,0,1,1,1,0,0,1,0,0,0,0,1
56,0,1,53888,3,3,3,0,0,87,2,0,3,2,61,1,2,1,0,0,0,0,1,0,0,1,0
56,1,31,86080,3,3,2,0,0,84,2,4,2,1,103,0,3,1,1,0,1,0,0,0,1,0,0
24,1,14,71376,1,3,3,1,1,35,3,1,1,2,59,0,3,2,1,0,0,1,0,0,0,1,0
41,0,20,70368,2,2,3,1,1,53,2,0,1,3,85,0,2,3,1,0,0,0,0,1,0,1,0
59,0,45,79504,3,2,2,0,1,47,3,2,1,1,119,0,2,1,1,0,0,1,0,0,0,0,1
52,1,36,36712,3,3,3,0,0,57,3,2,2,1,73,0,4,1,1,1,0,0,0,0,0,1,0
41,0,2,37472,2,3,3,2,1,91,3,4,2,2,29,1,3,4,1,0,0,0,0,1,0,0,1
22,1,3,65576,2,3,4,0,0,54,4,1,3,3,39,0,3,1,1,0,0,1,0,0,0,0,1
21,1,9,30160,1,1,1,0,0,3,3,4,2,1,74,0,3,1,1,1,0,0,0,0,0,1,0
34,1,1,71624,4,3,3,2,0,84,4,3,3,2,28,0,1,3,1,0,0,0,0,1,0,1,0
47,1,15,47752,2,3,3,1,0,38,2,1,1,1,55,0,1,3,1,0,0,0,1,0,0,1,0
38,1,25,23024,4,3,3,1,0,37,2,4,2,1,37,0,2,2,0,1,0,0,0,0,0,0,1
26,0,5,47928,2,3,1,2,0,15,3,1,2,3,53,0,2,2,1,0,0,0,1,0,0,0,1
52,0,34,63344,2,2,3,0,0,62,2,0,1,1,74,1,1,1,1,0,0,1,0,0,0,1,0
46,0,34,79696,3,3,4,1,0,9,1,1,2,2,60,1,3,1,0,0,0,0,0,1,0,0,1
19,0,10,56008,3,2,3,0,1,17,3,0,1,1,38,1,2,4,0,0,0,1,0,0,0,1,0
48,0,16,70568,3,2,3,0,0,65,1,1,2,2,31,0,3,1,0,0,0,0,0,1,0,1,0
30,0,5,27568,3,1,3,2,0,58,3,0,2,2,40,0,4,2,0,1,0,0,0,0,0,1,0
26,1,3,47712,2,3,4,0,1,73,2,0,2,3,80,0,3,1,1,0,0,0,0,1,0,0,1
39,1,17,33632,3,3,3,3,1,80,1,2,1,3,63,0,3,4,0,1,0,0,0,0,1,0,0
57,0,46,48240,1,1,4,0,0,1,3,4,2,2,48,0,2,3,0,0,0,0,0,1,0,1,0
32,1,15,45640,2,3,2,0,1,82,4,3,1,3,27,1,3,2,1,0,0,0,1,0,0,1,0
26,0,7,33600,4,2,1,0,0,65,1,3,1,1,73,1,1,2,1,1,0,0,0,0,0,1,0
34,0,1,65152,3,2,4,3,0,26,2,4,1,2,42,0,1,2,0,0,0,1,0,0,0,0,1
56,0,19,60832,3,1,2,1,0,21,4,1,1,2,68,0,1,3,1,0,0,1,0,0,0,0,1
53,1,2,53784,3,3,3,1,0,33,3,0,1,1,58,0,1,2,1,0,1,0,0,0,0,1,0
34,0,10,89488,2,3,3,1,1,16,2,0,3,1,65,1,1,1,0,0,0,0,0,1,0,1,0
30,0,7,33784,3,2,2,0,0,96,3,0,1,3,17,1,1,3,0,1,0,0,0,0,0,1,0
42,1,25,58864,2,4,3,1,1,98,2,4,1,1,67,0,1,2,1,0,0,0,0,1,1,0,0
57,1,19,49512,2,4,3,0,1,54,5,2,2,1,82,1,3,1,1,1,0,0,0,0,0,0,1
26,0,10,90976,2,2,4,2,0,98,2,1,1,2,76,0,1,1,1,0,1,0,0,0,0,0,1
19,0,5,30304,1,3,2,0,0,70,1,3,1,2,81,0,3,1,1,1,0,0,0,0,0,0,1
24,1,3,70184,3,3,3,1,0,8,5,0,2,2,46,0,3,2,0,0,0,1,0,0,1,0,0
41,1,2,68448,3,1,3,0,0,40,1,1,2,2,42,0,1,1,0,0,0,0,0,1,1,0,0
40,0,24,61504,2,3,4,0,0,82,3,0,2,1,79,0,1,1,1,0,0,0,0,1,0,0,1
29,1,19,71336,2,1,3,3,0,19,3,5,1,2,41,0,3,2,0,0,0,1,0,0,0,1,0
47,0,9,59760,4,3,2,0,0,40,4,5,2,2,13,1,2,1,0,0,0,0,0,1,0,1,0
57,0,10,62336,3,3,3,3,1,91,4,0,2,1,28,0,3,2,0,0,1,0,0,0,1,0,0
43,1,29,62064,2,3,3,0,0,95,1,2,3,1,100,1,3,1,0,0,0,0,0,1,0,1,0
23,0,5,39480,1,2,3,0,0,42,1,2,2,2,23,0,2,3,0,1,0,0,0,0,0,1,0
48,1,12,46736,2,3,4,0,0,96,1,0,1,1,31,0,3,1,1,0,1,0,0,0,0,0,1
57,0,27,50064,1,3,2,0,0,79,4,2,3,2,43,0,3,4,0,0,0,0,0,1,0,1,0
44,0,17,107528,2,1,4,0,0,29,4,3,2,2,82,0,1,1,1,0,0,0,0,1,0,1,0
24,0,13,72440,2,3,3,0,1,4,1,1,3,2,68,0,2,4,0,0,0,0,0,1,0,1,0
31,0,2,60712,1,3,3,0,1,83,2,0,2,3,60,0,3,4,1,0,0,1,0,0,0,1,0
50,1,41,68448,1,3,3,1,1,52,1,2,3,2,65,0,1,2,1,0,0,0,0,1,0,1,0
53,0,16,38352,1,4,3,0,0,20,3,1,1,1,32,1,2,3,1,1,0,0,0,0,0,0,1
43,0,1,56672,3,3,3,2,1,74,3,2,1,2,7,1,4,1,0,0,0,0,1,0,0,1,0
53,1,38,36384,2,3,2,0,0,7,3,3,1,3,65,0,4,4,1,1,0,0,0,0,0,1,0
18,0,6,44008,3,3,3,0,0,85,4,1,2,2,40,0,4,3,1,0,1,0,0,0,0,1,0
53,0,42,52448,1,2,3,0,1,21,1,3,3,1,84,0,3,3,0,0,0,1,0,0,0,1,0
26,0,3,63880,3,1,4,0,0,73,4,0,3,2,32,0,3,3,0,0,0,1,0,0,0,1,0
45,1,24,67376,3,2,3,4,0,44,2,3,2,2,62,0,1,2,1,0,0,0,0,1,0,0,1
25,0,11,64880,3,3,2,1,0,84,4,3,2,1,62,0,2,1,1,0,0,1,0,0,1,0,0
36,0,3,63168,2,3,4,0,1,25,1,1,3,3,45,0,3,2,0,0,0,1,0,0,0,1,0
32,0,23,54512,2,4,1,0,0,69,4,2,2,3,35,1,1,2,0,0,0,0,0,1,0,1,0
45,0,3,72432,3,3,3,0,0,17,3,3,2,2,10,0,3,1,1,0,1,0,0,0,0,0,1
38,1,24,67208,3,2,2,0,0,2,3,1,1,1,28,1,3,3,0,0,0,0,0,1,0,1,0
37,0,25,33960,4,3,1,1,1,89,4,5,3,2,43,0,2,3,0,1,0,0,0,0,0,1,0
45,1,4,49136,1,3,3,0,0,25,4,2,1,2,34,0,3,1,0,0,0,0,1,0,1,0,0
24,0,5,86304,3,2,4,0,1,49,3,0,3,3,65,0,2,4,0,0,0,0,0,1,0,0,1
53,0,10,48008,2,2,4,2,0,93,3,0,1,2,59,0,1,2,1,0,0,0,1,0,0,1,0
24,1,1,62072,3,1,4,0,0,55,2,0,2,1,10,0,3,1,1,0,0,1,0,0,1,0,0
33,0,14,89816,3,3,4,2,1,59,2,4,2,1,22,0,3,1,1,0,0,0,0,1,0,0,1
52,0,27,84776,3,3,1,0,1,29,3,3,1,2,53,0,1,3,1,0,0,0,0,1,0,0,1
19,0,5,65392,3,1,3,2,0,44,2,5,1,2,15,1,2,2,1,0,0,1,0,0,0,1,0
54,1,43,66936,2,1,2,0,0,65,2,0,1,3,63,0,3,3,1,0,0,1,0,0,0,1,0
50,1,21,74904,2,2,3,0,0,33,3,4,2,2,79,0,2,1,0,0,0,0,0,1,0,1,0
26,0,7,54712,4,2,4,0,0,59,4,1,3,2,74,0,3,3,0,0,0,0,1,0,0,1,0
59,0,16,82464,1,3,4,1,1,84,5,3,1,2,59,1,1,1,0,0,0,0,0,1,0,1,0
47,1,1,75104,2,2,3,0,0,69,3,0,2,1,50,1,1,3,0,0,0,0,0,1,0,1,0
28,1,14,71616,2,4,3,0,0,26,1,1,3,1,56,1,2,3,1,0,1,0,0,0,0,0,1
41,1,1,30776,2,2,4,0,1,46,2,0,1,1,39,1,3,4,0,1,0,0,0,0,0,1,0
59,1,7,26672,3,2,4,1,0,69,2,1,2,2,85,0,1,1,1,1,0,0,0,0,1,0,0
44,1,18,82528,3,4,4,0,0,58,3,1,2,3,90,0,3,1,1,0,0,1,0,0,0,0,1
41,0,16,73528,3,1,1,0,0,58,3,5,2,1,92,0,3,2,1,0,1,0,0,0,0,0,1
44,1,28,70256,3,3,4,0,0,93,4,2,1,1,54,0,3,1,0,0,1,0,0,0,0,0,1
43,1,5,75096,2,3,3,0,0,43,2,3,2,2,33,1,2,1,0,0,0,0,0,1,0,0,1
40,1,4,74296,3,4,3,2,1,91,5,3,2,3,82,0,3,2,1,0,0,0,0,1,0,0,1
19,0,9,30168,2,3,3,0,0,28,3,0,2,1,24,0,3,3,1,1,0,0,0,0,0,0,1
53,1,20,63504,2,3,3,2,0,36,2,2,1,2,92,0,3,4,1,0,0,1,0,0,0,1,0
55,1,11,35384,3,2,3,0,0,20,4,0,2,1,51,0,4,3,1,1,0,0,0,0,0,0,1
21,0,2,51320,3,4,3,2,1,93,1,2,2,2,31,0,3,1,1,0,0,1,0,0,0,0,1
25,0,6,60144,2,3,3,0,0,33,2,0,2,3,84,0,4,1,0,0,0,1,0,0,0,1,0
41,1,16,60056,3,2,4,0,0,33,1,0,3,1,55,1,2,3,0,0,1,0,0,0,0,0,1
43,1,2,55360,3,3,4,0,0,83,2,5,3,2,44,0,3,1,0,0,1,0,0,0,0,0,1
23,0,11,63840,2,3,1,0,0,95,4,3,3,1,25,0,1,1,0,0,0,0,0,1,0,1,0
45,1,21,32264,1,2,3,1,0,45,3,3,2,3,56,0,3,3,0,1,0,0,0,0,0,0,1
22,1,11,72080,1,4,4,0,1,54,3,5,2,1,33,0,1,1,1,0,0,0,0,1,0,0,1
48,1,17,75760,4,2,3,0,1,75,3,0,2,3,62,0,3,3,1,0,1,0,0,0,0,0,1
45,1,11,74784,2,3,3,0,0,92,2,1,1,3,21,0,3,3,0,0,0,0,0,1,0,1,0
31,0,3,43208,3,2,3,0,1,22,4,3,1,1,53,0,3,1,0,0,0,0,1,0,0,1,0
37,0,23,75920,1,1,3,2,0,98,2,1,1,1,55,0,4,2,0,0,0,0,0,1,0,1,0
34,1,21,63160,3,3,2,0,0,60,2,5,2,1,91,1,2,2,0,0,0,1,0,0,0,0,1
59,1,50,51928,4,3,2,0,0,19,4,1,2,2,62,0,3,1,0,0,0,1,0,0,0,1,0
21,1,2,71024,3,4,3,0,1,26,3,2,2,2,62,1,4,1,0,0,1,0,0,0,0,0,1
48,1,13,60392,2,4,3,4,0,92,2,1,1,2,64,0,2,3,1,0,0,1,0,0,0,0,1
39,1,16,57744,1,3,4,2,1,34,3,0,2,2,75,0,3,3,0,0,0,1,0,0,1,0,0
56,1,43,36688,3,2,3,2,0,88,4,0,1,2,66,0,1,3,1,1,0,0,0,0,0,0,1
48,0,11,42144,3,2,3,2,0,64,3,0,2,2,74,1,3,3,0,0,0,1,0,0,1,0,0
18,0,8,45144,4,3,1,0,0,57,2,3,3,2,42,0,4,2,0,0,0,0,1,0,0,1,0
35,1,10,58576,3,3,2,0,0,93,4,0,2,2,32,0,3,1,1,0,0,1,0,0,0,0,1
42,1,15,58496,2,2,3,0,0,46,2,2,3,1,93,0,3,3,0,0,1,0,0,0,0,1,0
58,1,19,41272,3,4,4,0,1,37,3,0,1,1,73,1,2,1,0,0,0,0,1,0,0,1,0
41,1,6,65944,1,1,1,0,0,23,2,0,1,2,14,1,1,1,1,0,0,1,0,0,0,0,1
31,1,20,70904,3,2,3,0,0,21,5,6,1,1,72,0,4,1,0,0,1,0,0,0,0,1,0
50,0,37,68256,4,3,2,2,0,39,2,1,3,2,63,0,3,2,0,0,0,0,0,1,0,0,1
47,1,11,32800,1,3,1,0,1,22,2,1,1,2,79,0,4,1,1,1,0,0,0,0,0,0,1
56,0,36,48464,3,3,3,0,0,16,2,0,1,2,101,0,3,1,1,0,0,0,0,1,0,0,1
34,1,13,38240,3,3,3,0,1,10,3,1,2,2,53,0,2,2,1,1,0,0,0,0,0,1,0
21,1,2,78464,3,3,3,1,0,69,4,0,3,2,25,0,3,1,0,0,0,0,0,1,0,1,0
34,0,11,67016,2,3,3,1,0,22,3,0,1,2,88,0,1,1,0,0,0,1,0,0,0,1,0
58,1,17,26512,1,3,4,1,0,84,1,0,1,2,71,0,3,2,1,1,0,0,0,0,0,1,0
31,0,2,46648,2,2,4,1,1,45,3,4,1,1,27,0,2,3,1,0,0,0,1,0,1,0,0
50,0,23,51480,3,4,4,1,0,99,4,1,2,2,102,0,1,1,0,0,0,0,1,0,1,0,0
49,1,32,68040,3,3,3,2,0,54,3,3,2,1,41,0,3,3,0,0,0,0,0,1,0,1,0
28,1,8,43480,3,2,3,0,1,37,4,3,3,2,65,1,3,3,0,1,0,0,0,0,0,0,1
27,1,19,59056,2,3,4,1,1,16,5,0,2,1,21,0,3,2,0,0,1,0,0,0,0,0,1
55,1,45,60944,4,3,4,0,0,59,3,2,1,1,55,0,3,1,0,0,0,1,0,0,1,0,0
31,1,13,86456,2,4,3,0,0,49,1,0,1,1,84,0,1,1,0,0,1,0,0,0,0,1,0
50,1,30,56776,2,3,3,2,1,98,2,0,2,2,61,1,1,2,0,0,0,1,0,0,0,1,0
25,0,17,65960,3,4,2,0,0,3,1,1,1,2,50,0,3,3,1,0,0,0,0,1,0,0,1
50,0,1,71144,3,2,3,0,0,66,3,0,1,2,51,0,2,1,1,0,0,1,0,0,0,0,1
28,0,6,45712,4,1,3,1,0,76,1,3,1,1,22,1,4,4,0,0,0,0,1,0,0,1,0
49,0,41,55696,2,4,2,0,0,17,2,5,1,3,119,0,3,3,0,0,0,0,0,1,0,1,0
35,1,9,33752,4,4,2,2,0,12,2,2,3,3,13,1,2,1,0,1,0,0,0,0,0,1,0
20,0,7,47264,1,3,3,1,0,11,4,0,1,2,70,0,2,2,1,1,0,0,0,0,0,1,0
28,1,12,85920,3,1,2,0,1,44,4,4,2,2,43,0,3,1,0,0,0,0,0,1,0,0,1
57,1,28,68096,2,4,3,1,0,56,1,6,1,1,75,0,3,2,0,0,0,0,0,1,0,1,0
56,0,30,65056,4,4,4,0,0,21,4,2,2,1,98,0,4,1,0,0,0,0,0,1,0,1,0
38,0,23,57104,2,3,2,0,1,73,4,0,1,2,58,0,2,2,1,0,0,0,0,1,0,0,1
33,0,25,48688,3,2,3,0,1,51,3,1,2,2,75,0,3,1,1,0,0,0,1,0,0,1,0
25,1,8,56176,2,1,1,0,0,47,4,0,2,1,45,0,2,3,1,0,0,1,0,0,0,0,1
48,1,19,50424,3,4,3,0,1,79,4,0,2,2,97,1,3,3,0,0,0,0,0,1,0,1,0
55,0,31,54736,2,4,3,0,1,30,2,0,1,2,61,0,2,4,1,0,0,0,1,0,0,0,1
18,1,7,55768,3,1,4,0,0,21,3,0,3,2,23,0,3,1,0,0,0,1,0,0,0,1,0
37,0,6,74360,3,1,2,1,0,1,2,2,1,3,84,0,3,1,1,0,0,1,0,0,0,1,0
53,1,9,28232,3,3,3,2,1,14,2,0,2,2,17,0,2,3,0,1,0,0,0,0,0,1,0
39,1,5,74360,1,1,3,0,1,45,2,3,3,2,77,0,2,4,1,0,0,1,0,0,0,1,0
46,0,4,67784,3,1,3,0,0,11,4,0,2,2,12,1,3,1,0,0,0,0,0,1,0,0,1
37,1,6,30088,3,2,3,0,1,12,3,1,2,3,78,0,1,1,0,1,0,0,0,0,0,0,1
37,1,21,71312,1,2,3,1,0,92,1,1,3,2,43,0,3,1,0,0,0,1,0,0,1,0,0
31,1,16,47376,4,2,2,1,0,34,2,0,1,1,48,0,4,1,1,1,0,0,0,0,0,1,0
53,0,4,65848,3,3,4,0,0,73,2,0,3,2,60,0,2,2,0,0,0,1,0,0,0,1,0
30,0,16,43224,3,2,2,0,1,75,2,0,2,3,80,0,1,2,1,1,0,0,0,0,0,1,0
52,1,17,32216,3,4,3,0,0,75,3,0,3,1,82,0,2,1,1,1,0,0,0,0,0,0,1
48,0,32,64744,3,3,3,1,0,99,1,1,1,3,64,0,1,1,0,0,0,1,0,0,0,1,0
51,0,16,69368,2,4,2,0,0,65,4,4,2,1,67,0,3,2,1,0,1,0,0,0,0,0,1
50,0,33,63208,2,1,2,0,0,18,3,0,2,1,111,0,1,2,1,0,0,1,0,0,0,0,1
18,0,2,50344,4,3,3,2,0,16,3,0,1,1,24,0,3,1,1,1,0,0,0,0,0,1,0
19,1,6,42304,3,3,2,3,0,77,3,0,2,2,39,0,3,1,0,1,0,0,0,0,1,0,0
58,1,30,44944,2,4,1,0,0,43,2,1,1,1,69,0,2,3,1,0,0,1,0,0,0,1,0
21,1,5,50048,2,2,2,3,0,31,3,3,1,2,76,0,3,2,0,0,0,0,1,0,0,1,0
49,1,14,27120,2,3,4,0,0,7,2,1,3,3,56,0,1,1,1,1,0,0,0,0,0,0,1
19,1,1,49680,4,2,2,1,0,42,3,0,3,2,77,1,3,1,0,0,1,0,0,0,0,0,1
35,1,18,35696,3,3,4,1,0,48,1,2,3,1,74,1,3,3,0,1,0,0,0,0,0,0,1
29,0,7,42592,1,4,3,0,0,94,4,5,2,2,9,0,3,1,1,0,0,0,1,0,0,0,1
59,0,25,77264,2,1,4,0,0,48,4,1,1,1,55,0,2,4,1,0,0,0,0,1,0,1,0
52,1,14,76064,2,3,4,1,1,17,1,1,1,2,74,0,1,2,0,0,0,0,0,1,0,1,0
52,0,34,74696,1,3,2,2,0,41,2,1,2,1,43,0,4,2,1,0,0,0,0,1,0,0,1
40,0,32,86040,3,3,4,2,0,17,4,3,3,3,72,0,3,3,0,0,0,1,0,0,0,1,0
20,1,1,68088,2,3,3,0,1,85,3,1,1,2,65,0,1,2,1,0,1,0,0,0,1,0,0
46,0,36,48280,2,2,3,0,0,12,4,2,2,1,43,0,3,2,1,0,0,1,0,0,0,1,0
59,1,42,63320,1,2,4,0,0,87,1,4,2,2,51,0,3,1,0,0,0,1,0,0,0,1,0
56,1,27,59200,3,3,3,2,0,74,4,1,2,1,66,1,3,1,0,0,0,0,0,1,0,0,1
26,1,5,79152,2,3,3,0,0,97,1,1,2,2,26,1,3,3,1,0,0,0,0,1,1,0,0
48,1,10,39248,3,3,4,2,0,60,2,0,2,1,48,0,1,1,1,1,0,0,0,0,0,0,1
49,0,6,49384,2,2,3,0,0,43,4,2,2,1,49,0,1,3,1,0,0,0,1,0,0,0,1
22,0,7,46256,3,3,3,3,1,22,3,0,3,1,24,0,1,1,1,0,0,0,0,1,0,0,1
37,1,20,50208,1,3,2,0,0,87,3,1,1,2,51,0,3,3,1,0,0,0,1,0,0,1,0
41,1,1,72112,3,1,2,0,0,58,1,0,2,3,68,0,2,1,0,0,0,1,0,0,1,0,0
54,0,30,59592,4,1,3,1,0,25,1,1,1,1,87,0,3,4,0,0,0,1,0,0,0,1,0
35,1,15,62208,4,3,3,0,0,2,4,2,1,2,70,1,3,1,0,0,0,1,0,0,0,0,1
55,1,11,50752,1,2,2,0,1,67,4,0,1,1,35,0,4,2,1,0,1,0,0,0,0,1,0
43,1,8,59536,2,1,4,0,0,97,4,2,2,2,17,1,2,2,1,0,0,1,0,0,0,1,0
35,1,25,67264,1,4,3,1,0,60,2,1,3,2,27,0,3,2,1,0,0,1,0,0,0,0,1
34,0,14,77536,3,4,3,1,0,69,4,0,2,2,18,0,1,3,1,0,0,1,0,0,0,0,1
44,1,24,48184,3,4,3,0,0,12,4,1,1,3,98,0,4,2,1,0,0,0,1,0,1,0,0
45,1,32,55280,4,2,3,1,1,49,1,0,1,1,86,0,3,3,1,0,0,1,0,0,0,1,0
43,0,5,66840,4,3,2,0,0,76,2,5,3,1,83,0,3,2,0,0,0,1,0,0,0,1,0
40,1,27,63888,3,4,3,1,0,93,3,4,1,1,44,0,4,2,1,0,0,1,0,0,0,0,1
46,1,8,32528,2,2,3,2,0,17,3,1,2,2,29,1,3,1,0,1,0,0,0,0,0,1,0
55,0,47,68464,4,3,2,0,1,68,3,4,1,1,84,1,2,3,1,0,0,0,0,1,0,1,0
43,1,17,53136,3,2,4,0,1,4,1,4,2,3,56,0,4,2,0,0,0,1,0,0,1,0,0
19,1,5,80328,1,2,3,0,0,71,2,1,3,2,54,1,3,2,0,0,1,0,0,0,0,0,1
40,0,11,52696,2,3,3,1,0,82,1,3,1,2,79,1,3,1,0,0,0,0,0,1,1,0,0
26,0,17,66160,2,4,1,1,0,31,3,2,2,3,29,0,3,3,1,0,0,0,0,1,0,0,1
40,0,9,73328,2,2,2,2,1,73,4,4,3,1,17,0,3,1,0,0,0,0,0,1,0,1,0
49,1,38,67960,4,3,3,2,0,87,5,4,3,2,92,0,3,1,0,0,0,1,0,0,1,0,0
40,0,27,88640,3,3,2,1,0,14,3,6,1,2,56,0,2,1,1,0,0,0,0,1,0,0,1
20,1,8,52136,3,4,2,2,1,99,4,2,3,1,44,0,2,3,1,0,0,1,0,0,1,0,0
32,1,6,26776,2,4,4,2,0,30,3,1,2,2,18,0,2,2,0,1,0,0,0,0,0,1,0
33,1,1,76912,2,3,3,3,1,46,4,0,2,1,22,0,1,2,0,0,0,0,0,1,0,0,1
37,1,1,48024,2,3,3,0,0,55,1,1,3,3,27,0,2,4,0,0,0,1,0,0,0,1,0
45,0,27,33248,2,4,3,1,1,97,4,1,2,3,64,0,3,3,1,1,0,0,0,0,0,1,0
50,0,4,79984,1,3,3,0,0,88,1,1,1,3,62,0,2,2,1,0,0,0,0,1,0,1,0
46,1,10,37232,3,1,3,0,0,40,1,3,2,3,21,0,3,1,1,1,0,0,0,0,0,0,1
59,1,27,74920,2,3,4,0,0,10,3,1,1,2,35,0,3,2,1,0,0,0,0,1,0,1,0
18,1,1,52608,3,1,3,3,0,89,4,1,2,2,21,0,4,1,0,0,0,1,0,0,0,0,1
28,1,11,69432,3,3,4,1,0,94,3,1,2,3,90,0,2,1,1,0,1,0,0,0,0,0,1
42,1,28,67976,2,3,3,3,1,49,4,1,3,3,62,0,3,1,0,0,0,1,0,0,0,1,0
46,0,11,46968,3,2,3,0,1,40,3,2,1,1,52,1,4,1,0,0,0,0,1,0,0,0,1
53,0,34,35200,2,3,3,2,1,75,3,2,3,2,90,0,2,3,0,1,0,0,0,0,1,0,0
34,0,20,38216,3,4,3,0,0,87,2,1,1,2,75,0,3,3,1,1,0,0,0,0,0,0,1
22,1,8,66128,4,3,3,0,0,34,4,0,1,2,64,0,1,2,1,0,0,1,0,0,0,1,0
33,0,3,53232,2,3,2,1,0,79,2,3,2,1,55,0,2,1,1,0,0,0,1,0,0,0,1
49,1,39,80216,3,3,4,0,0,8,1,1,1,1,47,0,2,3,0,0,0,1,0,0,0,1,0
27,0,7,85048,4,3,3,0,0,25,2,2,2,1,46,0,3,2,0,0,0,0,0,1,0,1,0
25,0,15,29280,4,3,4,0,0,44,3,0,2,3,33,0,1,1,1,1,0,0,0,0,0,0,1
20,1,8,31728,2,1,3,0,0,2,3,3,3,2,43,0,4,3,0,1,0,0,0,0,0,0,1
49,1,10,41232,2,3,4,0,0,80,2,0,1,1,76,0,3,3,0,0,0,0,1,0,0,1,0
21,1,4,33712,2,2,4,1,0,82,4,5,3,2,71,0,4,1,0,1,0,0,0,0,0,1,0
57,0,7,43840,3,3,3,0,0,20,4,0,2,2,27,0,3,1,0,1,0,0,0,0,1,0,0
31,1,1,77976,4,2,1,2,0,14,4,2,2,1,38,0,2,3,1,0,0,1,0,0,0,0,1
36,0,11,67072,2,4,1,1,0,57,4,1,2,2,34,0,3,1,0,0,0,1,0,0,1,0,0
22,1,1,88872,2,2,3,1,1,32,4,0,1,2,39,0,3,1,1,0,0,0,0,1,0,0,1
